,company_name,dba_name,owner_first,owner_last,location,location_city,location_state,zip_code,mailing_address,mailing_city,mailing_state,mailing_zip,certification_type,capability,local,out_of_state,location_standard,lat,lng,geometry,in_philly_msa,match_probability,DR_ACCT,CR_ACCT,CURR_PRIOR_FLAG,POSTED_DATE,DEPT,SEC_FD,INDEX,PROGRAM_CD,MAJ_CLASS,CLASS,DOC_NUM,TRANS_DESC,DOC_REF_NUM,VEND_NAME,VEND_NUM,DOC_NUM4,DOC_REF4,TOTAL_AMT
118,"Team Clean, Inc.",,Donna,Allie,"4747 South Broad Street, Building 101, Suite 110",Philadelphia,PA,19112.0,"4747 South Broad Street, Building 101, Suite 110",Philadelphia,PA,19112.0,MWBE,"Manpower pools ; Building cleaning services, janitorial ; Carpet cleaning on customers' premises; Power washing building exteriors; Temporary help services; Janitorial services; Carpet and Upholstery Cleaning Services; Other Services to Buildings and Dwellings; Other Waste Collection; Hazardous Waste Treatment and Disposal",True,False,4747 S BROAD ST,39.89278750403949,-75.17619730020432,POINT (-75.17619730020432 39.89278750403949),True,1.0,431.0,201.0,CURR,2018-08-24,1.0,10.0,10058.0,,2.0,0209,VCXX1901307201,*25651*                  ROOM 404,POXX1910279701,team clean,232570162 01,VCXX,POXX,6192914.799999998
119,"The Ladipo Group: Psychotherapy for Our Community, LLC",The Ladipo Group,Tonya,Ladipo,"255 S. 17th Street, Suite 2704",Philadelphia,PA,19103.0,"255 S. 17th Street, Suite 2704",Philadelphia,PA,19103.0,MWBE,Offices of Mental Health Practitioners,True,False,255 S 17TH ST,39.948149519485405,-75.16924437249044,POINT (-75.16924437249044 39.9481495194854),True,0.9155709359122862,433.0,201.0,PRIOR,2018-08-21,22.0,10.0,222588.0,,2.0,0250,PVMD1900283406,#5312018#MAY18  CHILDREN & YOUTH,MDXX1800011906,the ladipo psychotherapy for our,273139417 01,PVMD,MDXX,30126.02
120,"The MCS Group, Inc.",MCS,Rosemary,Esposito,"1601 Market Street, Suite 800",Philadelphia,PA,19103.0,"1601 Market Street, Suite 800",Philadelphia,PA,19103.0,WBE,"90101	Business Consultant; 25300	PROFESSIONAL SERVICES, LEGAL SERVICES; 90203	Litigation; ",True,False,1601 MARKET ST,39.95317119909277,-75.16733190965961,POINT (-75.16733190965961 39.95317119909277),True,1.0,431.0,201.0,CURR,2019-02-25,44.0,10.0,440097.0,,2.0,0250,PVXX1900818701,*73854016* JAN19 99528 JOHN O'BANNON V. CITY,,the mcs,232146815 01,PVXX,,24772.570000000003
121,"The Tyler Firm, LLC",,Janet,Pina,"1080 N. Delaware Avenue, Suite 401",Philadelphia,PA,19125.0,"1080 N. Delaware Avenue, Suite 401",Philadelphia,PA,19125.0,MWBE,"25900	PROFESSIONAL SERVICES, ARBITRATION FEES; 25000	PROFESSIONAL SERVICES, GENERAL; 25800	PROFESSIONAL SERVICES, COURT REPORTING; 25300	PROFESSIONAL SERVICES, LEGAL SERVICES; ",True,False,1080 N DELAWARE AVE,39.96571448365528,-75.13303335296055,POINT (-75.13303335296055 39.96571448365528),True,0.8151066226014656,433.0,201.0,PRIOR,2018-07-18,36.0,10.0,360532.0,,2.0,0250,PVMD1900077301,*B06291802* JUN18 WRIT SERVICE,MDXX1800041301,tyler firm,421600030 01,PVMD,MDXX,59155.0
122,Tiger Productions,,Jeanette,Thouron,"873 East Baltimore Pike, PMB #124",Kennett Square,PA,19348.0,"873 East Baltimore Pike, PMB #124",Kennett Square,PA,19348.0,WBE,"NAICS-5414: Specialized Design Services; NAICS-5415: Computer Systems Design and Related Services; NAICS-5418: Advertising and Related Services; NAICS-5419: Other Professional, Scientific, and Technical Services; NAICS-5614: Business Support Services; ",False,False,,39.86318700002771,-75.68341199966291,POINT (-75.68341199966291 39.86318700002771),True,1.0,431.0,201.0,CURR,2019-02-21,24.0,10.0,241519.0,,2.0,0250,PVMD1901372507,*19000209Z092015031* SERVICED JAN. 2019,MPXX1900020901,tiger productions,232956368 01,PVMD,MPXX,12900.0
123,"Timi Pharmaceuticals, inc.",Pelham Pharmacy,IDAYAT,ADEWUNMI,"6555 Greene St, Suite #3",Philadelphia,PA,19119.0,"6555 Greene St, Suite #3",Philadelphia,PA,19119.0,MWBE,Pharmacies and Drug Stores; Drugs and Druggists' Sundries Merchant Wholesalers ; Analgesic preparations manufacturing; Medical equipment merchant wholesalers ; Medical instruments merchant wholesalers ; Medical supplies merchant wholesalers; Drugs and Druggists' Sundries Merchant Wholesalers; ,True,False,6555 GREENE ST,40.043634465053074,-75.19075244539145,POINT (-75.19075244539145 40.04363446505307),True,1.0,431.0,201.0,CURR,2019-02-11,14.0,10.0,140690.0,,2.0,0250,PVMD1901292301,*2034137* SERVICE FEE FOR KITS JANUARY 2019,MDXX1900089401,timi pharmaceuticals,611654602 01,PVMD,MDXX,104062.5
124,Total Equipment Training,,Michele,Smith,1846 Eagle Farms Road,Chester Springs,PA,19425.0,1846 Eagle Farms Road,Chester Springs,PA,19425.0,WBE,Training Consultant; ,False,False,,40.0855245762076,-75.65259743811971,POINT (-75.65259743811971 40.0855245762076),True,1.0,431.0,201.0,CURR,2019-02-05,12.0,10.0,120945.0,,2.0,0250,PVMD1901247601,DEC18 *7272* OVERHEAD CRANE OPERATOR TRAINING,MPXX1900024201,total equipment training,611448173 01,PVMD,MPXX,6505.0
125,"Tri-Force Consulting Services, Inc.",,Manish,Gorawala,"Business Center, of Lansdale, 650 North Cannon Avenue",Lansdale,PA,19446.0,"Business Center, of Lansdale, 650 North Cannon Avenue",Lansdale,PA,19446.0,MBE,"Computer program or software development, custom ; Computer software consulting services or consultants  ; Facilities (i.e., clients' facilities) support services, computer systems or data processing ; Other Computer Related Services  ; Consulting engineers' offices; Applications software programming services, custom computer; Computer systems facilities (i.e., clients' facilities) management and operation services; ",False,False,,40.251788999800205,-75.28742100037,POINT (-75.28742100037 40.2517889998002),True,1.0,431.0,201.0,CURR,2019-04-02,4.0,10.0,40468.0,,2.0,0251,PVMD1901632901,*1172* ERP PROJ DIRECTOR 3/11/19-3/15/19 MAR19,MDXX1900131701,tri force consulting,233062047 01,PVMD,MDXX,61662.0
126,"U. S. Facilities, Inc.",,Jim,Dorris,"30 N. 41st Street, Suite 400",Philadelphia,PA,19104.0,"30 N. 41st Street, Suite 400",Philadelphia,PA,19104.0,MBE,Base facilities operation support services,True,False,30 N 41ST ST,39.95852357678563,-75.20549220566117,POINT (-75.20549220566117 39.95852357678563),True,1.0,431.0,201.0,CURR,2018-12-04,10.0,10.0,104430.0,,2.0,0250,PVMD1900831901,*2461043* SERVICE RENDERED SEPT 26 2018,MDXX1900102001,u s facilities,233035879 01,PVMD,MDXX,31757950.169999998
127,Uniform Gear,,Mary,Weldon,8063 Walker Street,Philadelphia,PA,19136.0,8063 Walker Street,Philadelphia,PA,19136.0,WBE,UNIFORM SHOES; ,True,False,8063 WALKER ST,40.039389264197936,-75.02406202379159,POINT (-75.02406202379159 40.03938926419794),True,1.0,433.0,201.0,PRIOR,2018-10-11,12.0,10.0,120834.0,,3.0,0308,VCXX1902530801,*3435421*                AUG18 UNIFORM SUPPLIES,POXX1812166501,uniform gear,233067603 01,VCXX,POXX,28385.129999999994
128,Veritiv Operating Company,,Tracey,Meents,"BLDG# 400, Suite 1700",Atlanta,GA,30328.0,1141 N SWIFT RD,Addison,IL,60101.0,WBE,Printing and Writing Paper Merchant Wholesalers; ,False,True,,33.9340817000725,-84.3847913995993,POINT (-84.38479139959929 33.9340817000725),False,1.0,431.0,201.0,CURR,2018-08-13,1.0,10.0,10058.0,,3.0,0320,VCXX1901039401,*5002528062*             PINK COPIER PAPER 7/18,POXX1910341301,veritiv operating,135369500 01,VCXX,POXX,179021.22999999998
129,"Virgo Investments, llc","Minuteman Press, Philadelphia",Jude,Arijaje,1717 S Broad Street,Philadelphia,PA,19148.0,1717 S Broad Street,Philadelphia,PA,19148.0,MBE,Address lists lithographic (offset) printing without publishing; ,True,False,1717 S BROAD ST,39.92835807756997,-75.1683826461985,POINT (-75.16838264619849 39.92835807756997),True,1.0,431.0,201.0,CURR,2018-08-27,73.0,10.0,730168.0,,3.0,0320,PVXX1900168801,SINGLE SIDE FLAG INV *19784A*,,virgo investments,562518434 01,PVXX,,1230.0
130,"VISUAL SOUND, INC.",,MARJORIE,BOGOSIAN,485 PARK WAY,Broomall,PA,19008.0,485 PARK WAY,Broomall,PA,19008.0,WBE,Audio equipment installation (except automotive) contractors,False,False,,39.9595125464106,-75.3435307351118,POINT (-75.3435307351118 39.9595125464106),True,1.0,431.0,201.0,CURR,2019-02-22,11.0,10.0,111368.0,,2.0,0260,PVXX1900807801,*70735S1* 12/28/18,DPDA0119,visual sound,251863159 01,PVXX,DPDA,39134.79
131,"West Chester Environmental, LLC",,Matthew,Abraham,1248 Wrights Ln,West Chester,PA,19380.0,1248 Wrights Ln,West Chester,PA,19380.0,MBE,Building Inspection Services ; Environmental Consulting Services; Construction; Ecological restoration consulting services,False,False,,39.9872430002502,-75.5739809996359,POINT (-75.57398099963591 39.9872430002502),True,0.98,433.0,201.0,PRIOR,2019-05-02,26.0,10.0,264788.0,,2.0,0250,PVMD1901826802,*5774* 2522 N COLORADO ST APR19,MDXX1800025901,westchester environmental,364510971 01,PVMD,MDXX,28206.75
132,"WFGD Studio, LLC",,Marcella,Coffey,"718 Arch Street, Suite 302s",Philadelphia,PA,19106.0,"718 Arch Street, Suite 302S",Philadelphia,PA,19106.0,WBE,"Art services, graphic ; Communication design services, visual ; Corporate identification (i.e., logo) design services  ; Graphic art and related design services ; Graphic design services ; Graphic Design Services; Advertising Agencies; ",True,False,718 ARCH ST,39.95258598024092,-75.15249103288042,POINT (-75.15249103288042 39.95258598024092),True,1.0,433.0,201.0,PRIOR,2018-07-16,14.0,10.0,141201.0,,2.0,0250,PVMD1900042901,*5765*CONTRACT MPXX18000282 FOR MAY-JUN 2018 SVCS,MPXX1800028201,wfgd studio,454869723 01,PVMD,MPXX,41375.0
133,"YIKES, Inc.",,Tracy,Levesque,204 East Girard Avenue,Philadelphia,PA,19125.0,204 East Girard Avenue,Philadelphia,PA,19125.0,WBE,"Advertising periodical publishers, exclusively on Internet ; Applications software programming services, custom computer ; Computer program or software development, custom; Custom Computer Programming Services",True,False,204 E GIRARD AVE,39.968917840682046,-75.13332491180253,POINT (-75.13332491180253 39.96891784068205),True,1.0,431.0,201.0,CURR,2018-09-14,61.0,10.0,610105.0,,2.0,0250,PVMD1900395301,*9126* PROF SERVICES RENDERED,MPXX1900018701,yikes,232940295 01,PVMD,MPXX,31528.0
134,"Zanaras Reporting & Video, LLC",,JULIE,ZANARAS,"1845 WALNUT STREET, Suite 938",Philadelphia,PA,19103.0,"1845 WALNUT STREET, Suite 938",Philadelphia,PA,19103.0,WBE,Court reporting and stenotype services ; Court reporting services,True,False,1845 WALNUT ST,39.95066503792084,-75.17155162505139,POINT (-75.17155162505139 39.95066503792084),True,1.0,431.0,201.0,CURR,2019-02-13,44.0,10.0,440097.0,,2.0,0258,PVXX1900785401,*56215* NOV18 99185 STREETS HINTON V. SEPTA,,zanaras reporting video,510620006 01,PVXX,,4588.099999999999
135,"ZONES, LLC",,Mr.,Lalji,1102 15TH ST SW,Auburn,WA,98001.0,1102 15TH ST SW,Auburn,WA,98001.0,MBE,42710	COMPUTER EQUIPMENT & PERIPHERALS- NEW; ,False,True,,47.2956115031519,-122.24618550017901,POINT (-122.246185500179 47.2956115031519),False,1.0,431.0,201.0,CURR,2019-01-18,52.0,10.0,520346.0,,2.0,0266,VCXX1905112101,*K11760410101*           SOFTWARE SERVICE AGREEMEN,POXX1910647301,zones,911431894 01,VCXX,POXX,14519.39
